gene,quan,ess,interact,rec,avg_cv,avg_intra_cv
YCR068W,12.57,OTHER,,1.52,0.118710754690817,0.187760242966842
YCR069W,102.7,OTHER,,1.17,0.12289889880886,0.269462410311755
YCR071C,73.27,RICH,,0.96,0.133494272764505,0.263589722447037
YCR072C,82.97,ESS,,0.94,0.153919985773413,0.257319521058887
YCR073C,40.45,OTHER,,0.97,0.119432040149277,0.202681116128827
YCR073W-A,56.18,OTHER,11,,0.138133275360954,0.2194601642421
YCR075C,20.98,OTHER,46,1.24,0.181896430996172,0.230005841502365
YCR075W-A,53.58,OTHER,,,0.218326450333037,0.178113372830688
YCR076C,47.15,OTHER,,1.5,0.195083437598572,0.228616881794674
YCR077C,132.9,RICH,166,1.45,0.129841280763262,0.267218902016705
YCR079W,21.18,OTHER,,1.75,0.15613137302487,0.220297465650017
YCR081W,24.8,RICH,,0.96,0.153560684966388,0.266671489108215
YCR081C-A,1.92,OTHER,,,0.170501159241898,0.219326327369716
YCR082W,174.37,OTHER,,1.03,0.148944643774208,0.221466924106638
YCR083W,59.95,OTHER,,1.1,0.237208626256254,0.263400552290119
YCR084C,159.9,RICH,,0.94,0.108654343735517,0.199434972756307
YCR085W,3.77,OTHER,,1.19,0.17068947915127,0.515034814102223
YCR086W,24.78,RICH,109,1.16,0.139977332837237,0.184183722568056
YCR087W,2.37,OTHER,,0.99,0.196528455811865,0.280403894855317
YCR087C-A,75.48,OTHER,,,0.217991682400865,0.16603807678105
YCR088W,207,OTHER,6,0.96,0.132284592543887,0.211824470929454
YCR089W,296.78,OTHER,,0.93,0.127431128779808,0.198887953956156
YCR090C,86.62,CHEM,,0.93,0.145760949263818,0.194089593605282
YCR091W,18.47,CHEM,47,0.87,0.119823305348756,0.262238890387695
YCR092C,27.1,CHEM,,0.96,0.154159995451848,0.276285268092678
YCR093W,130.18,ESS,,0.92,0.123304203643632,0.351028531884055
YCR094W,56.48,RICH,54,0.86,0.138468772550919,0.281519703303682
YCR095C,37.97,OTHER,,0.98,0.121442180143504,0.301517676832286
YCR096C,0,OTHER,,0.97,0.113068789801693,0.341528746488142
YCR097W,0.05,OTHER,,,0.184280215484197,0.274564645866668
YCR097W-A,0,OTHER,,,0.333372309922782,0.230027778581452
YCR098C,7.12,OTHER,,0.73,0.102877357014397,0.251459971502452
YCR099C,6.08,OTHER,,0.83,0.0961998956657532,0.270917460825484
YCR100C,5.03,CHEM,,0.87,0.0745069158519598,0.223197823904618
YCR101C,6.92,CHEM,,0.88,0.132888456918029,0.179198883542565
YCR102C,11.6,CHEM,,1.45,0.163389833062147,0.209974791443399
YCR104W,3.72,OTHER,,1.1,0.232386193334446,0.314424365196441
YCR105W,6.63,CHEM,,0.95,0.137729851092417,0.256265094446189
YCR106W,13.95,CHEM,2,0.89,0.105740690039503,0.221524875560106
YCR107W,17.15,OTHER,4,0.86,0.144898267746481,0.237848053349912
YIL177C,20.63,OTHER,,1.41,0.120770576536339,0.239701515688619
YIL177W-A,0.05,OTHER,,,0.127377554686374,0.19673416694596
YIL176C,0.12,OTHER,,1.28,0.265890655185263,0.230795493147711
YIL173W,21.9,OTHER,,0.86,0.117212686747132,0.223562398712595
YIL172C,4.47,OTHER,,0.79,0.122555482875428,0.186593943964297
YIL171W-A,0.12,OTHER,,,0.135384915641547,0.171157831599223
YIL169C,9.22,OTHER,,0.89,0.0817022897525977,0.160206405064444
YIL166C,9.75,OTHER,,0.96,0.155948032789081,0.260355552820203
YIL165C,26.07,OTHER,,1.11,0.170678790107024,0.247834403125465
YIL164C,35.37,OTHER,,0.95,0.113221230465488,0.22546811164633
YIL163C,1.2,OTHER,,0.88,0.144006156043981,0.280279846792588
YIL162W,109.4,OTHER,,1.17,0.125083476551451,0.156173891644651
YIL161W,34.75,OTHER,,1.14,0.187361335047936,0.260486930343668
YIL160C,0.6,OTHER,,1.67,0.170074922456844,0.269124841351856
YIL159W,31.38,OTHER,,1.06,0.12217549773465,0.245902188185137
YIL158W,55.95,OTHER,,1.14,0.184773954328511,0.206466476625425
YIL157C,63.05,RICH,,1.06,0.156364000709888,0.201979897986589
YIL156W-A,2.83,OTHER,,,0.115827170893302,0.280842135433578
YIL156W-B,87.78,OTHER,,,0.0974245396392409,0.273987979906651
YIL156W,41.85,OTHER,7,1.17,0.174749419911169,0.253078129054746
YIL155C,56.2,OTHER,,2.16,0.158644928543746,0.222703575209062
YIL154C,41.48,OTHER,,2.04,0.139895002562775,0.219444802643713
YIL153W,40.28,OTHER,,2.22,0.146952768919509,0.215567347757157
YIL152W,57.6,OTHER,,1.47,0.189534655650424,0.262885350889834
YIL151C,47.8,OTHER,,0.97,0.131892126303015,0.215991303830601
YIL150C,10.85,ESS,,0.83,0.11607690260425,0.261138165200163
YIL149C,67.85,OTHER,13,0.83,0.132008512316457,0.260731917896386
YIL148W,2017.35,RICH,,1.08,0.285329832221397,0.174042381308003
YIL147C,48.8,ESS,,0.86,0.148700792543932,0.253829934898464
YIL146C,14.87,OTHER,,0.84,0.13888264557908,0.237205544135039
YIL145C,86.88,OTHER,,0.95,0.128457932093925,0.247835534025078
YIL144W,26.12,ESS,,0.86,0.19000384653793,0.259945152285979
YIL143C,72.72,ESS,,1.1,0.149252680060219,0.23267083588848
YIL142C-A,0.08,OTHER,,,0.111203471395842,0.169621906194976
YIL142W,190.3,ESS,,1.35,0.120253296283488,0.192830929128125
YIL141W,0.82,OTHER,,1.15,0.0871777494757333,0.275142662219632
YIL140W,68.53,OTHER,,1.03,0.117103604071827,0.276187848332017
YIL139C,35.5,OTHER,,1.18,0.177801469683011,0.333955209877921
YIL138C,135.42,OTHER,19,0.94,0.146817094064062,0.237007141228557
YIL137C,52.25,OTHER,14,1.03,0.143567369437264,0.268391442050683
YIL136W,43.73,OTHER,,1.54,0.112192555877007,0.195284555787525
YIL135C,48.3,OTHER,,1.28,0.157002921484688,0.263862733531852
YIL134C-A,1.73,OTHER,,,0.14834745101044,0.259760679559448
YIL134W,29.68,CHEM,51,1.16,0.186000877944616,0.233024748735801
YIL133C,1105.13,RICH,20,1.28,0.237116259518539,0.222736595229312
YIL132C,12.28,OTHER,18,1.16,0.114820838135929,0.294648433773459
YIL131C,41.12,OTHER,,0.96,0.102286963068199,0.230040368199368
YIL130W,69.03,OTHER,,0.97,0.198824846563676,0.319711576995938
YIL129C,58.28,ESS,,0.92,0.113876669305093,0.217776540328729
YIL128W,41.75,CHEM,,0.93,0.129259899701981,0.273744544089415
YIL127C,72.67,OTHER,,0.84,0.182908868265003,0.259260664445776
YIL126W,90.52,ESS,,0.84,0.112459366369671,0.239711791026071
YIL125W,85.48,RICH,,0.86,0.128026968814889,0.280840242714276
YIL124W,132.57,OTHER,,1.16,0.123845242650655,0.215409555798496
YIL123W,208.48,OTHER,,1.56,0.130913645081207,0.211490868753239
YIL122W,27,CHEM,,1.33,0.151277575984366,0.247999409120881
YIL121W,149.82,OTHER,11,1.82,0.122580504932518,0.243261117978041
YIL120W,22.87,OTHER,10,1.12,0.105762110688184,0.255985943182817
YIL119C,57.98,OTHER,11,1.12,0.258250530726208,0.308791451669335
YIL118W,134.82,ESS,,1.54,0.166021069936669,0.255354082310727
YIL117C,131.32,OTHER,,1.48,0.171652195772735,0.209329481568321
YIL116W,243.23,OTHER,,1.43,0.147759056193637,0.2356058332457
YIL115W-A,1.1,OTHER,,,0.177093195150562,0.250517485083439
YIL115C,89.37,ESS,,1.15,0.120525051974295,0.263433062731181
YIL114C,34.55,OTHER,,1.38,0.176560942652762,0.259925847499964
YIL113W,6.9,OTHER,,1.34,0.129333414299944,0.202364581893902
YIL112W,74.5,OTHER,,0.97,0.142498185973216,0.278524204706002
YIL111W,143.28,OTHER,,0.97,0.1868279938145,0.203493314328524
YIL110W,55.97,RICH,,1.01,0.125110266439078,0.220550983802806
YIL109C,142.5,ESS,,1.18,0.160423267786437,0.218041915755816
YIL108W,51.92,OTHER,,1.62,0.175873022448309,0.254180931173148
YIL107C,90.58,OTHER,,1.05,0.140053243849985,0.233884477114556
YIL106W,51.35,ESS,,0.94,0.227534223656057,0.269877141873943
YIL105C,42.2,OTHER,41,0.96,0.153749340055197,0.218415727803956
YIL104C,34.53,ESS,,1.01,0.10514998164965,0.254768354760385
YIL103W,46.98,RICH,,0.96,0.0973864192705802,0.233971520275524
YIL102C-A,19.9,OTHER,,,0.0739730118424181,0.362477871071354
YIL102C,0.2,OTHER,,1.03,0.257842107161839,0.208625086333948
YIL101C,33.92,OTHER,,1.75,0.156093443333887,0.312455096590519
YIL100C-A,2.32,OTHER,,,0.178199102076139,0.465811177532313
YIL100W,4.4,OTHER,,2.06,0.188080074736716,0.384505687602295
YIL099W,8.38,OTHER,,2.56,0.153315271544182,0.303343105533337
YIL098C,42.6,OTHER,,1.37,0.169670515789962,0.226271469348494
YIL097W,16.45,OTHER,42,1.09,0.127467047765404,0.275232887570088
YIL096C,38.08,OTHER,,1.12,0.130567618951758,0.299782122308761
YIL095W,30.42,OTHER,,0.95,0.118215551030703,0.244397134364895
YIL094C,834.83,OTHER,,1.07,0.165908398485323,0.170681637654605
YIL093C,27.88,RICH,,0.88,0.122800194289951,0.220770535948669
YIL092W,17.32,OTHER,,0.92,0.130730202611586,0.294338413212301
YIL091C,70.92,ESS,,0.93,0.0989871469155884,0.241458816540863
YIL090W,69.3,OTHER,104,1.02,0.148816280176172,0.272388203321588
YIL089W,7.33,CHEM,,1.01,0.147103740358442,0.278182641189724
YIL088C,101.38,OTHER,,1.08,0.109379744089119,0.228506875475324
YIL087C,38.1,OTHER,,0.97,0.183156227718989,0.173342304431201
YIL086C,1.67,OTHER,,1.04,0.153563588117697,0.396965245393293
YIL085C,80.02,OTHER,14,0.84,0.12436239066798,0.231498988037992
YIL084C,19.6,OTHER,129,0.92,0.137393125484875,0.309196602426033
YIL083C,61.45,ESS,,1.27,0.124653201816782,0.231456291459649
YIL082W-A,64.65,OTHER,,0.94,0.112541318576671,0.265956656750419
YIL082W,1.15,OTHER,,0.87,0.0835432081132189,0.269392142468564
YIL079C,52.7,RICH,,1,0.125538152197759,0.266056672426493
YIL078W,479.33,ESS,,0.89,0.178035982940216,0.233159317727782
YIL077C,30.58,OTHER,,0.85,0.0782851081911218,0.217964227122141
YIL076W,181.62,OTHER,178,0.82,0.129547788214781,0.220020035257925
YIL075C,313.12,ESS,,0.75,0.130012902661103,0.241119505327859
YIL074C,129.77,OTHER,,0.9,0.110560582446979,0.227398306505676
YIL073C,5.67,OTHER,,0.8,0.0786908897142525,0.263227858769803
YIL072W,7.1,OTHER,28,0.85,0.10517688899176,0.264618869743781
YIL071W-A,2.3,OTHER,,,0.130923911960167,0.296136425353679
YIL071C,27.32,OTHER,23,1,0.157589559772971,0.30243224612525
YIL070C,80.98,RICH,,1.09,0.120128931418697,0.287606637733142
YIL069C,1018.5,RICH,24,1.02,0.170068406794216,0.125313579173335
YIL068W-A,1.43,OTHER,,,0.18427087415748,0.336082126345411
YIL068C,51.22,ESS,,0.94,0.159043980229271,0.307911782500723
YIL067C,34.77,RICH,,0.76,0.139193875274517,0.21982866241095
YIL066W-A,0.4,OTHER,,,0.154184802435476,0.302333547650427
YIL066C,16.07,OTHER,,1.09,0.109273859010331,0.239058053739228
YIL065C,118.57,OTHER,,1.87,0.151801779180291,0.283013926471487
YIL064W,58.92,OTHER,,1.28,0.137902214205948,0.310239846526384
YIL063C,73.88,ESS,,1.02,0.100357452283518,0.212130447939442
YIL062C,207.35,ESS,,1.42,0.132840622733375,0.272724435440477
YIL061C,27.57,ESS,,1.27,0.112211857107678,0.229652863670558
YIL060W,5.4,OTHER,,1.2,0.189794728394192,0.293168567905699
YIL059C,12.33,CHEM,,1.16,0.202845583377451,0.227171031894758
YIL058W,1.53,OTHER,,1.31,0.135352873564254,0.150010784385935
YIL057C,2.5,OTHER,,1.59,0.156131450343755,0.184416985551334
YIL056W,241.33,OTHER,,1.73,0.152616115734308,0.313686124232336
YIL055C,22.47,OTHER,,1.57,0.126302414778998,0.221740001765381
YIL054W,2.02,OTHER,,1.78,0.253785346068239,0.146747921557349
YIL053W,1151.27,OTHER,18,1.69,0.179679755314161,0.198723887352733
YIL052C,1912.13,RICH,,1.29,0.215546991386317,0.269055078474593
YIL051C,416.63,ESS,,1.25,0.177352523452971,0.269596618891199
YIL050W,46.13,OTHER,,1.28,0.0933465269715008,0.263509174411775
YIL049W,62.95,CHEM,,1.1,0.100780094282672,0.320505389824572
YIL048W,47.18,ESS,,0.86,0.139317650438042,0.263766088960629
YIL047C-A,5.88,OTHER,,,0.242757363956459,0.206809041077701
YIL047C,149.63,OTHER,20,1.59,0.155593889499583,0.226804991124586
YIL046W,28.75,ESS,,2.37,0.106591149253404,0.222249072872968
YIL045W,30.72,OTHER,,1.54,0.142073277231651,0.290222714573496
YIL044C,81.38,OTHER,34,1.57,0.181641683493749,0.29199170523906
YIL043C,283.28,OTHER,,1.25,0.124480848413895,0.188440146422209
YIL042C,27.47,CHEM,,2.03,0.139573706106208,0.212478490994837
YIL041W,260.17,OTHER,44,1.99,0.135767459153355,0.150971145319654
YIL040W,104.23,RICH,199,1.54,0.144137205036186,0.249307907222162
YIL039W,78.57,RICH,,1.28,0.160496144166551,0.241491684867892
YIL038C,76.92,RICH,,1.11,0.160730514736851,0.336817440510307
YIL037C,16.4,CHEM,,0.93,0.156590630062097,0.263405036326751
YIL036W,56.58,RICH,,0.81,0.18937846823324,0.217054377127149
YIL035C,149.12,OTHER,,0.97,0.0985776099319701,0.315197652605785
YIL034C,152.28,RICH,,1.09,0.108136897150365,0.191580159243063
YIL033C,115.07,CHEM,136,1.18,0.0910575239035741,0.25916872980599
YIL032C,0.15,OTHER,,1.03,0.146738325153683,0.265224622465921
YIL031W,43.18,ESS,,1.2,0.15989588622383,0.211912098201219
YIL030W-A,1.48,OTHER,,,0.300465438941877,0.260824477215551
YIL030C,114.9,OTHER,,0.88,0.136152933371798,0.248204953996684
YIL029W-A,0.07,OTHER,,,0.163664738762555,0.175369266596156
YIL029C,14.98,OTHER,,0.98,0.136480945803844,0.315812625154363
YIL028W,3.22,OTHER,,0.79,0.13720264430454,0.227375772801902
YIL027C,119.73,OTHER,,0.82,0.123803910712457,0.283770037152323
YIL026C,29.95,ESS,,0.91,0.121117860627562,0.250176453046953
YIL025C,0.68,OTHER,,0.94,0.175533551932537,0.343896036305547
YIL024C,12,OTHER,,1.29,0.202923599863485,0.222590060523286
YIL023C,47.97,OTHER,9,1.69,0.112057781057326,0.229304236639623
YIL022W,110.4,ESS,,1.17,0.0959453545330746,0.210920933624159
YIL021W,130.75,ESS,,0.95,0.111859100225893,0.233222731945677
YIL021C-A,0.02,OTHER,,,0.135983528175093,0.231101509858241
YIL020C-A,0.98,OTHER,,,0.233783777155849,0.345631899102282
YIL020C,23.3,OTHER,,0.81,0.13849220299785,0.221913967539441
YIL019W,25.7,ESS,,0.85,0.117441659066711,0.237762552845323
YIL018W,2376.62,RICH,7,1.15,0.186458517228228,0.174267102551424
YIL017C,25.9,RICH,67,,0.135882826128164,0.243835677751202
YIL016W,85.05,OTHER,,0.8,0.082939832451841,0.210013164596102
YIL015W,16,OTHER,,0.81,0.127483518804713,0.22532632405851
YIL014C-A,24.85,OTHER,,,0.197602819318759,0.244110720717613
YIL014W,67.38,OTHER,,0.89,0.132514131745463,0.269008059834984
YIL013C,28.93,OTHER,,0.99,0.0830320293498424,0.232033992107737
YIL012W,1.65,OTHER,,1.28,0.126044699093028,0.318981127264504
YIL011W,252.22,OTHER,5,1.27,0.142826037635876,0.123355442433573
YIL010W,90.38,OTHER,,1.1,0.155593057232225,0.226191181408575
YIL009C-A,52.73,RICH,17,,0.120327250283794,0.26031665061277
YIL009W,101.02,OTHER,,0.98,0.132821223565241,0.254066530271209
YIL008W,97.47,RICH,47,0.8,0.1026833656291,0.267318760638328
YIL007C,25.48,OTHER,,0.88,0.153590510741885,0.273802595376948
YIL006W,10.73,OTHER,3,0.83,0.0718573926286342,0.235292152488366
YIL005W,56.97,OTHER,,0.85,0.14995083472827,0.301443801683402
YIL004C,51.97,ESS,,0.71,0.130433081067562,0.217088725644258
YIL003W,34.97,ESS,,0.89,0.12715629563883,0.242692019361175
YIL002W-A,432.35,OTHER,,,0.133144034535605,0.174042381308003
YIL002C,38.02,OTHER,13,0.72,0.108744514133915,0.257856780068554
YIL001W,16.3,OTHER,,0.93,0.138673903740812,0.189049659210509
YIR001C,42.9,OTHER,25,0.89,0.152732638221341,0.260726356087184
YIR002C,36.63,OTHER,,0.83,0.0949083598487657,0.211518281976871
YIR003W,39.15,OTHER,,0.8,0.179361226508646,0.269398900108063
YIR004W,63.03,OTHER,,0.8,0.150362047943959,0.234241609408121
YIR005W,38.05,RICH,71,1.06,0.164567463193925,0.30965348248445
YIR006C,128.55,ESS,,1.1,0.162423864512021,0.233840629241367
YIR007W,28.37,OTHER,,0.89,0.174786068903972,0.227648635788651
YIR008C,36.23,ESS,,0.85,0.124517633813333,0.258037101631769
YIR009W,15.33,RICH,,0.8,0.153923191670229,0.221584268320576
YIR010W,34.15,ESS,,0.71,0.15367656105978,0.239449954339269
YIR011C,82.03,ESS,,0.82,0.167186553337002,0.252381844949808
YIR012W,119.03,ESS,,0.82,0.148165627006057,0.196942728335739
YIR013C,0.38,OTHER,,0.9,0.221519497692218,0.179152492855088
YIR014W,5.67,OTHER,,0.93,0.114832404186933,0.295256732666839
YIR015W,10.23,ESS,,1.03,0.106914814606611,0.268042293894135
YIR016W,27.1,OTHER,147,1.43,0.135502644036281,0.226788795115268
YIR017C,25.73,OTHER,,1.49,0.138471024861426,0.256683747489839
YIR017W-A,4.47,OTHER,,,0.170813997088449,0.247524178780452
YIR018W,3.88,OTHER,3,0.95,0.0991222284229957,0.229687132454358
YIR019C,43.38,OTHER,18,1.05,0.128678893814713,0.180779478662282
YIR020C,3.15,OTHER,,0.86,0.180484334321008,0.285334790371251
YIR020W-A,0,OTHER,,,0.101462660126234,0.262416317991869
YIR020C-B,0.07,OTHER,,,0.114864397738382,0.188479890429123
YIR021W,52,OTHER,,0.82,0.0899647423138605,0.199972140116378
YIR021W-A,1,OTHER,,,0.114985037898327,0.301128996431653
YIR022W,106.67,ESS,,0.83,0.132135373035188,0.303281752462725
YIR023W,57.98,OTHER,47,0.68,0.158390240074943,0.228676592705351
YIR023C-A,2.07,OTHER,,,0.171768066339032,0.425139600194057
YIR024C,28.48,OTHER,,0.79,0.139861395986241,0.250401200607488
YIR025W,14.67,OTHER,17,0.87,0.122466954809799,0.228504922006837
YIR026C,66.68,RICH,,0.81,0.112846884538169,0.197588973209082
YIR027C,25.33,OTHER,12,1.07,0.169320238657443,0.237720154053861
YIR028W,27.32,OTHER,,0.68,0.107436977045974,0.250638989637449
YIR029W,18.02,OTHER,,0.69,0.144799672394252,0.20964259034395
YIR030C,15.68,OTHER,1,0.73,0.15374351719202,0.300226372508426
YIR030W-A,1.55,OTHER,,,0.131374111855927,0.174123995865456
YIR031C,17.98,OTHER,,0.79,0.132029869163499,0.260653111137603
YIR032C,14.55,OTHER,,0.93,0.114620271946463,0.180938372439547
YIR033W,71.18,OTHER,,0.81,0.144885110508782,0.233938189850036
YIR034C,289.97,OTHER,,0.86,0.15507535022904,0.229817606026326
YIR035C,54.82,OTHER,,1.26,0.162736484759481,0.241491850713976
YIR036C,41.13,OTHER,,1.51,0.13676824617472,0.20603317056836
YIR036W-A,0.23,OTHER,,,0.158773194255523,0.22023794246529
YIR037W,236.18,OTHER,,1.07,0.0983375261633862,0.232169405380569
YIR038C,38.97,OTHER,,1.1,0.0931134037973711,0.194759884432283
YIR039C,13.85,OTHER,,0.81,0.149112895392725,0.242322104587259
YIR040C,0.02,OTHER,,1.12,0.120405800161445,0.150704531475532
YIR041W,0,OTHER,14,0.855,0.216605176144621,0.319508271819208
YIR042C,0,OTHER,,0.91,0.106582022288283,0.273683081850252
YBL113C,0.45,OTHER,,1.55,0.0910658905334124,0.191030879226352
YBL113W-A,0,OTHER,,,0.133635885937948,0.194593773801726
YBL112C,0,OTHER,,1.4,0.13407542705292,0.200329823171566
YBL111C,0.02,OTHER,,1.64,0.10235574007057,0.237315959168245
YBL109W,2.03,OTHER,,1.18,0.110012105089206,0.195854658116924
YBL108W,2.17,OTHER,,1.07,0.0903086503982757,0.129396178357979
YBL107C,89.2,OTHER,,1.16,0.133716301620214,0.312783585822345
YBL106C,17.42,CHEM,,0.93,0.132598783891214,0.197427064050004
YBL105C,44.95,ESS,,0.78,0.0931609461681387,0.294942076765006
YBL104C,27.1,OTHER,,0.9,0.139645104609645,0.235166414475529
YBL103C,46.47,OTHER,38,0.75,0.12994559919625,0.264516030916454
YBL102W,122.07,OTHER,55,0.8,0.162557479387196,0.215292332837254
YBL101C,65.07,OTHER,,0.885,0.158801986940401,0.23167052098177
YBL100W-B,220.18,OTHER,,,0.135504888432967,0.232317475384597
YBL100W-A,0,OTHER,,,0.135328752941532,0.205261601526105
YBL100C,0.03,CHEM,,1.28,0.188888888888889,0.264800898162108
YBL099W,732.8,RICH,,1.14,0.153424486867082,0.200450573305835
YBL098W,59.5,OTHER,27,0.91,0.146724269042032,0.212374499041166
YBL097W,0.93,ESS,,0.87,0.155687953320629,0.1952010786346
YBL096C,1.18,OTHER,,1.35,0.169229246673526,0.28035500584471
YBL095W,40.47,OTHER,,1.26,0.136570121200484,0.196389523908094
YBL094C,11.98,OTHER,,1.14,0.0877405386485959,0.307155524938129
YBL093C,97.07,RICH,,1.9,0.115221899658935,0.18431094911774
YBL092W,754.42,ESS,,1.2,0.274301776324175,0.199602810862091
YBL091C-A,34.33,OTHER,,,0.219352734330721,0.210405408288289
YBL091C,362.47,CHEM,,0.85,0.0775771244873889,0.246465764473667
YBL090W,62.37,RICH,,1.1,0.133702087607129,0.263645797843466
YBL089W,30.27,OTHER,27,0.89,0.131735383409652,0.259508453394866
YBL088C,48.88,OTHER,,0.95,0.13997021528498,0.232563223278204
YBL087C,1435.52,RICH,20,1.04,0.246014566776827,0.148113857289672
YBL086C,37.53,OTHER,,0.97,0.121215002969483,0.249970605768259
YBL085W,64.38,OTHER,,0.845,0.132161783324928,0.250409015476584
YBL084C,37.87,ESS,,1.1,0.102369718104466,0.219610425775002
YBL083C,0.38,OTHER,,0.965,0.104506658744977,0.251805409687263
YBL082C,37.53,OTHER,,1.45,0.122100015049447,0.217495167550749
YBL081W,80.33,OTHER,,1.19,0.149561863108588,0.194787591588021
YBL080C,15.43,RICH,,1.3,0.134336351616975,0.239482389236905
YBL079W,82.42,RICH,25,0.905,0.125687573941629,0.2802625047731
YBL078C,77.77,OTHER,45,0.97,0.181575538285995,0.317946673711581
YBL077W,0.15,ESS,,0.97,0.17511616575212,0.208543194220322
YBL076C,398.17,ESS,,1.47,0.114375898142599,0.255095179116413
YBL075C,20.87,CHEM,21,1.15,0.131224879741747,0.244602696982717
YBL074C,9.23,ESS,,0.88,0.114772018870163,0.219657486089374
YBL073W,0.02,ESS,,0.92,0.0517567595932715,0.244280560020275
YBL072C,978.05,RICH,,1.25,0.173929705734542,0.19842706759123
YBL071W-A,95.22,OTHER,,,0.129974090982727,0.263550749459609
YBL071C,2.13,OTHER,,1.09,0.151692259399546,0.254906385085198
YBL070C,0.53,OTHER,,1.07,0.164876780253562,0.409297978186692
YBL069W,54.88,CHEM,,0.99,0.136783682625512,0.23469095237293
YBL068W-A,0,OTHER,,,0.145192940181394,0.170091008908221
YBL068W,75.37,OTHER,,1.03,0.158448420628502,0.297069869277155
YBL067C,42.42,OTHER,,0.86,0.165026473082388,0.250143476644252
YBL066C,28.18,OTHER,,1.1,0.0986445382685895,0.253919271402943
YBL065W,0.5,CHEM,,0.89,0.179148173078116,0.275553959344576
YBL064C,111.83,OTHER,12,1.27,0.166776325215979,0.256258703214306
YBL063W,19.92,OTHER,,1.02,0.148282514149348,0.267723746761808
YBL062W,0.57,OTHER,,0.95,0.117572559399164,0.263475006265696
YBL061C,80.97,OTHER,77,0.92,0.143223369777533,0.321162845088974
YBL060W,30.87,OTHER,,0.99,0.123850150376958,0.276243092832172
YBL059C-A,63.35,OTHER,,,0.0793153646560567,0.198082224548495
YBL059W,22.1,OTHER,,0.99,0.161622373680247,0.318420037669275
YBL058W,140.9,RICH,160,1.2,0.135819091202396,0.228580198789167
YBL057C,57.55,OTHER,11,1.14,0.101222124991841,0.256996235094597
YBL056W,215.68,OTHER,,0.97,0.146101034287229,0.231626413796565
YBL055C,31.73,OTHER,,1.61,0.131883656659369,0.183047514065018
YBL054W,71.97,OTHER,,1.04,0.122736869425809,0.236187561166693
YBL053W,9.33,OTHER,,0.8,0.14943047537498,0.30726250159662
YBL052C,52.72,OTHER,,1.02,0.100638468092073,0.27901138219953
